phone,n,device,total_ms_mean,total_ms_ci95_low,total_ms_ci95_high,total_ms_p95,total_ms_max,inference_ms_mean,inference_ms_ci95_low,inference_ms_ci95_high,inference_ms_p95,inference_ms_max,preprocess_ms_mean,preprocess_ms_ci95_low,preprocess_ms_ci95_high,preprocess_ms_p95,preprocess_ms_max,postprocess_ms_mean,postprocess_ms_ci95_low,postprocess_ms_ci95_high,postprocess_ms_p95,postprocess_ms_max,under_200_rate,under_100_rate
23127PN0CC,800,Xiaomi 23127PN0CC,70.26541547125,69.94348576356734,70.58734517893265,76.09032764999999,129.616094,61.33732316875,61.04775996105084,61.62688637644915,67.28203955,100.560886,6.438603951249999,6.361407469953447,6.515800432546552,6.7414505,36.589011,0.14624577125,0.14119882623665647,0.1512927162633435,0.258796549999999,1.019583,1.0,0.9975
M2012K10C,800,Xiaomi M2012K10C,149.31977483499998,148.20683904140455,150.4327106285954,162.18580765000002,341.409539,91.51705626625,90.83135750506943,92.20275502743056,100.5517958,216.959923,6.32570396375,6.251472689880256,6.399935237619744,7.910203799999999,21.495,0.29303692,0.2888979488373755,0.29717589116262444,0.39359569999999994,0.899307,0.985,0.0
