epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,2166.65,0.32878,0.36944,0.01309,0.96779,0.9266,0.97419,0.90548,0.44403,0.26993,0.01305,0.0003994,0.0003994,0.0003994
184,2177.13,0.326,0.38072,0.01292,0.96186,0.9165,0.96967,0.89461,0.45306,0.27624,0.01343,0.0003961,0.0003961,0.0003961
185,2187.75,0.33093,0.37016,0.01306,0.95552,0.9254,0.97484,0.90721,0.43219,0.24401,0.01265,0.0003928,0.0003928,0.0003928
186,2198.31,0.3321,0.37504,0.01308,0.95279,0.93933,0.97207,0.90523,0.43618,0.25594,0.01282,0.0003895,0.0003895,0.0003895
187,2208.85,0.32833,0.35861,0.01299,0.94357,0.94099,0.97315,0.89823,0.44988,0.26098,0.01334,0.0003862,0.0003862,0.0003862
188,2220.48,0.32638,0.36738,0.01289,0.9693,0.9123,0.97073,0.89823,0.43724,0.2733,0.01275,0.0003829,0.0003829,0.0003829
189,2236.81,0.33124,0.38145,0.01293,0.96785,0.92804,0.97557,0.90646,0.42771,0.25831,0.01253,0.0003796,0.0003796,0.0003796
190,2251.29,0.32412,0.3579,0.01287,0.96089,0.93116,0.97203,0.90171,0.44137,0.26042,0.01299,0.0003763,0.0003763,0.0003763
191,2261.85,0.33457,0.35206,0.01306,0.96318,0.93302,0.97197,0.90407,0.43475,0.25542,0.01274,0.000373,0.000373,0.000373
192,2272.4,0.32542,0.35471,0.01296,0.95359,0.93266,0.97505,0.90849,0.42532,0.25819,0.01244,0.0003697,0.0003697,0.0003697
193,2283.02,0.32505,0.3552,0.01276,0.9689,0.94576,0.98107,0.9153,0.43294,0.22541,0.01265,0.0003664,0.0003664,0.0003664
194,2293.78,0.32391,0.35341,0.01284,0.96139,0.9258,0.97574,0.90725,0.42718,0.25427,0.01253,0.0003631,0.0003631,0.0003631
195,2304.39,0.32831,0.36065,0.01307,0.95592,0.92477,0.96971,0.90381,0.42062,0.27089,0.01225,0.0003598,0.0003598,0.0003598
196,2314.84,0.32719,0.3516,0.01291,0.9613,0.9403,0.9768,0.91048,0.43401,0.23457,0.01272,0.0003565,0.0003565,0.0003565
197,2325.52,0.32292,0.35448,0.01279,0.96534,0.9171,0.97088,0.90787,0.42693,0.25941,0.01251,0.0003532,0.0003532,0.0003532
198,2336.89,0.32178,0.34606,0.01276,0.93551,0.92105,0.96077,0.89504,0.43676,0.30778,0.01285,0.0003499,0.0003499,0.0003499
199,2353.35,0.31215,0.33,0.01227,0.9459,0.92577,0.97291,0.90878,0.42664,0.26373,0.01246,0.0003466,0.0003466,0.0003466
200,2367.87,0.31983,0.33922,0.01255,0.97204,0.92403,0.97562,0.91048,0.43302,0.24646,0.01259,0.0003433,0.0003433,0.0003433
201,2378.47,0.31896,0.34789,0.01261,0.96018,0.93778,0.97355,0.90797,0.43832,0.26388,0.0128,0.00034,0.00034,0.00034
202,2389.1,0.32421,0.3505,0.01293,0.95964,0.92492,0.9747,0.91298,0.42468,0.25026,0.01236,0.0003367,0.0003367,0.0003367
203,2399.77,0.32142,0.33907,0.01278,0.95765,0.93171,0.97548,0.90669,0.44525,0.25297,0.01309,0.0003334,0.0003334,0.0003334
204,2410.46,0.32695,0.34424,0.01307,0.96407,0.93002,0.97938,0.90951,0.43641,0.24365,0.0127,0.0003301,0.0003301,0.0003301
205,2420.93,0.32526,0.33849,0.01284,0.95148,0.93041,0.97236,0.90804,0.42352,0.26318,0.01226,0.0003268,0.0003268,0.0003268
206,2431.39,0.31305,0.33243,0.01237,0.93913,0.93832,0.97316,0.90805,0.41387,0.25628,0.01208,0.0003235,0.0003235,0.0003235
207,2441.79,0.31951,0.33512,0.01273,0.97279,0.90314,0.97111,0.90849,0.42049,0.26419,0.01222,0.0003202,0.0003202,0.0003202
208,2453.49,0.32009,0.34354,0.01248,0.96927,0.91647,0.96929,0.90371,0.43083,0.26269,0.01259,0.0003169,0.0003169,0.0003169
209,2469.88,0.31526,0.32507,0.01235,0.9523,0.93852,0.97346,0.90964,0.42706,0.26146,0.01252,0.0003136,0.0003136,0.0003136
210,2483.94,0.31734,0.34453,0.01251,0.96772,0.91925,0.97171,0.90988,0.42518,0.26969,0.01244,0.0003103,0.0003103,0.0003103
211,2494.62,0.31497,0.31963,0.01247,0.97606,0.92827,0.97721,0.91617,0.42703,0.25131,0.01256,0.000307,0.000307,0.000307
212,2505.17,0.31966,0.33131,0.01257,0.96334,0.92251,0.97368,0.90818,0.42033,0.25516,0.01226,0.0003037,0.0003037,0.0003037
213,2515.74,0.32027,0.34025,0.01246,0.95823,0.92831,0.97366,0.91067,0.41543,0.24525,0.01214,0.0003004,0.0003004,0.0003004
214,2526.37,0.31315,0.32452,0.01229,0.97238,0.93943,0.97807,0.91224,0.41576,0.23432,0.01209,0.0002971,0.0002971,0.0002971
215,2537.01,0.31762,0.32822,0.01237,0.95637,0.93747,0.97322,0.90475,0.43189,0.25637,0.01267,0.0002938,0.0002938,0.0002938
216,2547.51,0.32706,0.33303,0.01309,0.96338,0.92618,0.97144,0.90855,0.42465,0.27403,0.01243,0.0002905,0.0002905,0.0002905
217,2558.09,0.31548,0.32564,0.01232,0.95902,0.94613,0.97399,0.9059,0.43872,0.2352,0.01287,0.0002872,0.0002872,0.0002872
218,2569.93,0.31343,0.32656,0.01246,0.96121,0.9219,0.97105,0.90496,0.42304,0.25989,0.01234,0.0002839,0.0002839,0.0002839
219,2586.44,0.31383,0.32869,0.01235,0.97525,0.93777,0.97483,0.90626,0.42052,0.23938,0.01234,0.0002806,0.0002806,0.0002806
220,2600.82,0.3118,0.32685,0.01203,0.94931,0.94202,0.9729,0.90908,0.42344,0.24551,0.01243,0.0002773,0.0002773,0.0002773
221,2611.35,0.30799,0.3291,0.0119,0.93973,0.93361,0.96874,0.90469,0.41706,0.27522,0.0122,0.000274,0.000274,0.000274
222,2621.97,0.31679,0.31779,0.01249,0.94865,0.93531,0.97032,0.90602,0.42128,0.26531,0.01234,0.0002707,0.0002707,0.0002707
223,2632.62,0.3147,0.32486,0.01229,0.95692,0.92877,0.97165,0.90682,0.42236,0.27061,0.0123,0.0002674,0.0002674,0.0002674
224,2643.26,0.30613,0.32141,0.01198,0.95184,0.92621,0.97004,0.90886,0.41769,0.27712,0.01215,0.0002641,0.0002641,0.0002641
225,2653.81,0.31012,0.32595,0.01189,0.9524,0.91858,0.96991,0.90607,0.41803,0.27192,0.01222,0.0002608,0.0002608,0.0002608
226,2664.48,0.30852,0.32419,0.0121,0.96129,0.91993,0.97063,0.91016,0.41244,0.26734,0.01205,0.0002575,0.0002575,0.0002575
227,2675.03,0.31072,0.32783,0.01211,0.96239,0.93485,0.97167,0.91423,0.41316,0.24805,0.01205,0.0002542,0.0002542,0.0002542
228,2686.53,0.31151,0.3236,0.01217,0.96312,0.93366,0.97164,0.91263,0.41261,0.26181,0.01205,0.0002509,0.0002509,0.0002509
229,2702.84,0.30341,0.31978,0.0118,0.95323,0.9487,0.97633,0.91805,0.40761,0.23743,0.0119,0.0002476,0.0002476,0.0002476
230,2717.25,0.30507,0.31732,0.01187,0.9692,0.92023,0.97645,0.91525,0.40693,0.23933,0.01182,0.0002443,0.0002443,0.0002443
231,2727.9,0.30976,0.3212,0.01205,0.967,0.92352,0.97449,0.91311,0.41453,0.24679,0.01208,0.000241,0.000241,0.000241
232,2738.42,0.30513,0.31456,0.01166,0.95446,0.94324,0.97109,0.90939,0.41292,0.25438,0.01204,0.0002377,0.0002377,0.0002377
233,2748.97,0.29551,0.3047,0.01157,0.95363,0.93579,0.97325,0.91009,0.41249,0.25972,0.01199,0.0002344,0.0002344,0.0002344
234,2759.64,0.30538,0.32016,0.01191,0.96065,0.94296,0.97396,0.9139,0.41297,0.2486,0.01205,0.0002311,0.0002311,0.0002311
235,2770.16,0.30628,0.31926,0.01186,0.96446,0.92604,0.96978,0.90975,0.41066,0.27212,0.01193,0.0002278,0.0002278,0.0002278
236,2780.6,0.31072,0.32153,0.01223,0.97142,0.91491,0.96937,0.90751,0.41107,0.26354,0.01197,0.0002245,0.0002245,0.0002245
237,2791.14,0.30292,0.311,0.01186,0.9591,0.93916,0.97202,0.91189,0.40754,0.25572,0.01181,0.0002212,0.0002212,0.0002212
238,2802.97,0.30604,0.313,0.01194,0.96546,0.91374,0.96857,0.91082,0.40613,0.27714,0.01178,0.0002179,0.0002179,0.0002179
239,2819.5,0.30306,0.31797,0.01175,0.95476,0.94344,0.97073,0.9126,0.403,0.26307,0.01166,0.0002146,0.0002146,0.0002146
240,2834.11,0.3071,0.31419,0.01188,0.95472,0.93704,0.97019,0.91039,0.40475,0.26199,0.01172,0.0002113,0.0002113,0.0002113
241,2844.73,0.30125,0.30149,0.01176,0.96073,0.93674,0.97258,0.91201,0.40757,0.26009,0.01181,0.000208,0.000208,0.000208
242,2855.2,0.30512,0.30636,0.0119,0.94377,0.93804,0.97017,0.9088,0.40929,0.26711,0.01186,0.0002047,0.0002047,0.0002047
243,2865.87,0.30557,0.29346,0.01177,0.96127,0.93235,0.97384,0.91163,0.41181,0.24986,0.012,0.0002014,0.0002014,0.0002014
244,2876.39,0.30704,0.31578,0.0119,0.96375,0.93565,0.97455,0.91584,0.40702,0.2459,0.01181,0.0001981,0.0001981,0.0001981
245,2886.99,0.30385,0.30729,0.01187,0.94834,0.94168,0.97314,0.91672,0.40182,0.26494,0.01166,0.0001948,0.0001948,0.0001948
246,2897.63,0.30593,0.31059,0.01183,0.95081,0.93754,0.97365,0.91783,0.40174,0.26427,0.01165,0.0001915,0.0001915,0.0001915
247,2908.51,0.29762,0.31308,0.01167,0.96004,0.92608,0.96965,0.91221,0.40524,0.27552,0.01177,0.0001882,0.0001882,0.0001882
248,2919.73,0.30171,0.31273,0.01155,0.97541,0.91409,0.9683,0.90973,0.40584,0.27441,0.01181,0.0001849,0.0001849,0.0001849
249,2936.34,0.30039,0.30007,0.01161,0.97363,0.92763,0.97258,0.91421,0.40205,0.25027,0.01167,0.0001816,0.0001816,0.0001816
250,2950.21,0.29823,0.29279,0.0116,0.97725,0.92577,0.97519,0.91684,0.4006,0.24116,0.01166,0.0001783,0.0001783,0.0001783
251,2960.77,0.30253,0.30475,0.01168,0.96393,0.9239,0.9734,0.9161,0.39651,0.25856,0.01149,0.000175,0.000175,0.000175
252,2971.36,0.29764,0.31205,0.01143,0.96053,0.93889,0.97462,0.91665,0.3991,0.24515,0.01157,0.0001717,0.0001717,0.0001717
253,2981.93,0.297,0.29356,0.01137,0.94172,0.94475,0.97134,0.91461,0.39674,0.26005,0.01147,0.0001684,0.0001684,0.0001684
254,2992.54,0.29619,0.29635,0.01154,0.95619,0.93468,0.97246,0.918,0.39643,0.26354,0.01145,0.0001651,0.0001651,0.0001651
255,3003.15,0.29943,0.29266,0.01155,0.95668,0.93515,0.97111,0.91534,0.39995,0.26704,0.01154,0.0001618,0.0001618,0.0001618
256,3013.61,0.29624,0.29935,0.01165,0.9525,0.94334,0.9714,0.91571,0.3978,0.25744,0.01147,0.0001585,0.0001585,0.0001585
257,3024.38,0.29418,0.29496,0.01132,0.96781,0.93712,0.97647,0.9214,0.39316,0.24739,0.01134,0.0001552,0.0001552,0.0001552
258,3036.61,0.28612,0.28896,0.01118,0.96422,0.93781,0.97229,0.91497,0.39669,0.25953,0.01145,0.0001519,0.0001519,0.0001519
259,3053.17,0.29573,0.29125,0.01157,0.95931,0.93104,0.96962,0.91217,0.39882,0.26613,0.01155,0.0001486,0.0001486,0.0001486
260,3067.12,0.3002,0.29941,0.01162,0.97084,0.92646,0.9724,0.91798,0.39802,0.25089,0.01149,0.0001453,0.0001453,0.0001453
261,3077.59,0.29251,0.29034,0.0111,0.94711,0.94315,0.97248,0.91661,0.3968,0.24881,0.01146,0.000142,0.000142,0.000142
262,3088.12,0.29718,0.30158,0.01138,0.95028,0.94319,0.97411,0.91968,0.3958,0.25044,0.01144,0.0001387,0.0001387,0.0001387
263,3098.65,0.2963,0.29291,0.01157,0.96075,0.93194,0.97269,0.91704,0.39811,0.25494,0.01154,0.0001354,0.0001354,0.0001354
264,3109.31,0.29717,0.29341,0.01166,0.96451,0.93673,0.96999,0.9125,0.39965,0.26431,0.01156,0.0001321,0.0001321,0.0001321
265,3120.14,0.30097,0.30221,0.01148,0.96367,0.92441,0.97362,0.9156,0.39631,0.25817,0.0115,0.0001288,0.0001288,0.0001288
266,3130.67,0.29879,0.29442,0.01152,0.95811,0.94464,0.97623,0.91985,0.39724,0.24329,0.01152,0.0001255,0.0001255,0.0001255
267,3141.2,0.29851,0.29787,0.0115,0.95973,0.93238,0.97179,0.91468,0.39854,0.2571,0.01156,0.0001222,0.0001222,0.0001222
268,3153.29,0.29493,0.28891,0.0114,0.96423,0.9425,0.97504,0.91639,0.39842,0.24511,0.01158,0.0001189,0.0001189,0.0001189
269,3169.85,0.29172,0.29281,0.01125,0.96591,0.93257,0.97271,0.91305,0.39759,0.26303,0.01155,0.0001156,0.0001156,0.0001156
270,3185.07,0.29112,0.28104,0.01133,0.96509,0.93471,0.97588,0.9195,0.39629,0.24965,0.01149,0.0001123,0.0001123,0.0001123
271,3195.66,0.30146,0.30038,0.01164,0.95449,0.93839,0.97548,0.91864,0.39426,0.25069,0.01143,0.000109,0.000109,0.000109
272,3206.21,0.30059,0.29424,0.0116,0.956,0.94183,0.97675,0.92179,0.39208,0.25138,0.01133,0.0001057,0.0001057,0.0001057
273,3216.79,0.29151,0.30368,0.01121,0.96031,0.94104,0.97641,0.92032,0.39131,0.2457,0.01128,0.0001024,0.0001024,0.0001024
274,3227.44,0.292,0.28994,0.01113,0.96606,0.93957,0.97655,0.92077,0.38987,0.24578,0.01124,9.91e-05,9.91e-05,9.91e-05
275,3237.92,0.28953,0.29557,0.01123,0.96654,0.93538,0.97594,0.9201,0.39129,0.25163,0.0113,9.58e-05,9.58e-05,9.58e-05
276,3248.38,0.28978,0.28646,0.01118,0.9574,0.94021,0.97617,0.92011,0.39569,0.2483,0.01146,9.25e-05,9.25e-05,9.25e-05
277,3259.04,0.29737,0.29864,0.01137,0.95102,0.9456,0.97505,0.91948,0.39558,0.2499,0.01146,8.92e-05,8.92e-05,8.92e-05
278,3269.99,0.29549,0.29878,0.01128,0.95102,0.94647,0.97568,0.91964,0.39674,0.24628,0.01151,8.59e-05,8.59e-05,8.59e-05
279,3286.46,0.29552,0.28573,0.01138,0.95786,0.94506,0.97667,0.92117,0.39513,0.24252,0.01147,8.26e-05,8.26e-05,8.26e-05
280,3300.59,0.28699,0.28658,0.01103,0.95997,0.93794,0.97628,0.92144,0.39339,0.25003,0.01136,7.93e-05,7.93e-05,7.93e-05
281,3311.08,0.29238,0.29186,0.01116,0.95159,0.94101,0.97587,0.9199,0.39239,0.25898,0.01134,7.6e-05,7.6e-05,7.6e-05
282,3321.74,0.29082,0.2902,0.01103,0.96258,0.93046,0.97462,0.9201,0.39168,0.26512,0.01132,7.27e-05,7.27e-05,7.27e-05
283,3332.28,0.29159,0.28814,0.01119,0.95507,0.93538,0.97237,0.91953,0.39289,0.26834,0.01136,6.94e-05,6.94e-05,6.94e-05
284,3342.9,0.28858,0.28992,0.0111,0.95304,0.93783,0.97364,0.92059,0.39205,0.26007,0.01133,6.61e-05,6.61e-05,6.61e-05
285,3353.67,0.28785,0.28563,0.01104,0.96086,0.932,0.9744,0.91865,0.39186,0.2537,0.01134,6.28e-05,6.28e-05,6.28e-05
286,3364.41,0.28393,0.28151,0.01116,0.95559,0.94411,0.9728,0.91833,0.39289,0.249,0.01136,5.95e-05,5.95e-05,5.95e-05
287,3374.91,0.29301,0.29818,0.01121,0.95816,0.94239,0.97306,0.91904,0.39331,0.2528,0.01137,5.62e-05,5.62e-05,5.62e-05
288,3386.62,0.28107,0.2793,0.01081,0.95644,0.93657,0.97303,0.91959,0.39193,0.26207,0.01131,5.29e-05,5.29e-05,5.29e-05
289,3402.96,0.29042,0.28103,0.01106,0.95987,0.93615,0.97299,0.91913,0.39176,0.26129,0.0113,4.96e-05,4.96e-05,4.96e-05
290,3417.27,0.28318,0.28687,0.01077,0.96068,0.93026,0.97209,0.91824,0.39036,0.26241,0.01126,4.63e-05,4.63e-05,4.63e-05
291,3434.32,0.33208,0.41774,0.02068,0.96152,0.92639,0.97049,0.90567,0.43037,0.27666,0.01272,4.3e-05,4.3e-05,4.3e-05
292,3444.74,0.20685,0.17833,0.01244,0.97195,0.91625,0.96912,0.8971,0.44727,0.28242,0.01321,3.97e-05,3.97e-05,3.97e-05
293,3455.14,0.19025,0.14513,0.01139,0.96783,0.90782,0.96787,0.90298,0.43269,0.29047,0.01268,3.64e-05,3.64e-05,3.64e-05
294,3465.68,0.18308,0.13546,0.01077,0.93378,0.93826,0.96232,0.90204,0.41363,0.29006,0.01202,3.31e-05,3.31e-05,3.31e-05
295,3476.31,0.18002,0.13613,0.01061,0.94274,0.93643,0.96344,0.90299,0.40757,0.29033,0.01183,2.98e-05,2.98e-05,2.98e-05
296,3486.8,0.17698,0.13025,0.01039,0.94347,0.93397,0.96327,0.90467,0.40775,0.29419,0.01183,2.65e-05,2.65e-05,2.65e-05
297,3497.33,0.17771,0.13252,0.01049,0.94182,0.93011,0.96339,0.90506,0.40712,0.29313,0.01179,2.32e-05,2.32e-05,2.32e-05
298,3509.61,0.17868,0.13485,0.01057,0.94561,0.93956,0.96371,0.90572,0.40794,0.28601,0.01181,1.99e-05,1.99e-05,1.99e-05
299,3526.1,0.17447,0.13337,0.01021,0.94417,0.9366,0.9642,0.90676,0.40792,0.28517,0.0118,1.66e-05,1.66e-05,1.66e-05
300,3536.76,0.17928,0.13449,0.01067,0.94407,0.93359,0.96442,0.90647,0.40592,0.28125,0.01174,1.33e-05,1.33e-05,1.33e-05
